Unnamed: 0,CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct,Online_Perc,Quartile,Sale
4515,12682.0,F,Chicago,33.0,46371.0,2019-12-10,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,4000.0,3897.2,12,ELEC30,30.0,49.35,2_Q,121.3
4520,16161.0,M,New York,10.0,46341.0,2019-12-10,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3897.2,12,ELEC30,30.0,49.35,2_Q,151.88
4527,16779.0,M,Washington DC,11.0,46338.0,2019-12-10,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5.0,80.52,6.5,Clicked,0.1,4000.0,3897.2,12,ELEC30,30.0,49.35,2_Q,402.59999999999997
4528,13854.0,F,Chicago,44.0,46301.0,2019-12-10,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Used,0.1,4000.0,3897.2,12,ELEC30,30.0,49.35,2_Q,151.88
4531,12540.0,F,Chicago,25.0,46293.0,2019-12-10,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3897.2,12,ELEC30,30.0,49.35,2_Q,151.88
4536,13629.0,F,New York,22.0,46360.0,2019-12-10,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3897.2,12,ELEC30,30.0,49.35,2_Q,151.88
4539,13141.0,F,Chicago,25.0,46336.0,2019-12-10,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3897.2,12,ELEC30,30.0,49.35,2_Q,151.88
4540,13110.0,F,New York,36.0,46308.0,2019-12-10,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,80.52,6.5,Used,0.1,4000.0,3897.2,12,ELEC30,30.0,49.35,2_Q,80.52
4546,12676.0,F,California,38.0,46327.0,2019-12-10,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,3897.2,12,ELEC30,30.0,49.35,2_Q,121.3
4551,15971.0,F,Chicago,39.0,46356.0,2019-12-10,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Used,0.1,4000.0,3897.2,12,ELEC30,30.0,49.35,2_Q,151.88
4557,16353.0,M,Washington DC,6.0,47639.0,2019-12-20,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,19.02,Clicked,0.1,4500.0,2876.39,12,ELEC30,30.0,38.99,2_Q,121.3
4558,13488.0,F,California,22.0,47670.0,2019-12-20,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4500.0,2876.39,12,ELEC30,30.0,38.99,2_Q,151.88
4571,13230.0,M,California,30.0,47655.0,2019-12-20,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,80.52,6.5,Not Used,0.1,4500.0,2876.39,12,ELEC30,30.0,38.99,2_Q,80.52
4576,17457.0,F,Chicago,47.0,47699.0,2019-12-20,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,80.52,6.5,Used,0.1,4500.0,2876.39,12,ELEC30,30.0,38.99,2_Q,241.56
4584,13208.0,F,Chicago,4.0,47642.0,2019-12-20,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4500.0,2876.39,12,ELEC30,30.0,38.99,2_Q,121.3
4589,17334.0,F,Washington DC,8.0,47704.0,2019-12-20,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,4500.0,2876.39,12,ELEC30,30.0,38.99,2_Q,121.3
4594,13871.0,F,New York,17.0,47715.0,2019-12-20,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,121.3,6.5,Not Used,0.1,4500.0,2876.39,12,ELEC30,30.0,38.99,2_Q,363.9
4607,16938.0,F,New Jersey,7.0,47732.0,2019-12-20,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,80.52,19.99,Used,0.1,4500.0,2876.39,12,ELEC30,30.0,38.99,2_Q,161.04
4618,17337.0,F,California,44.0,46946.0,2019-12-15,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3577.45,12,ELEC30,30.0,47.21,2_Q,151.88
4665,17071.0,F,Chicago,15.0,47061.0,2019-12-15,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Not Used,0.1,4000.0,3577.45,12,ELEC30,30.0,47.21,2_Q,151.88
4670,13873.0,M,Chicago,24.0,47075.0,2019-12-15,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Used,0.1,4000.0,3577.45,12,ELEC30,30.0,47.21,2_Q,151.88
4679,12567.0,F,Washington DC,23.0,47825.0,2019-12-21,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4500.0,3112.73,12,ELEC30,30.0,40.89,2_Q,121.3
4697,16525.0,F,California,47.0,47804.0,2019-12-21,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4500.0,3112.73,12,ELEC30,30.0,40.89,2_Q,121.3
4701,12754.0,F,California,11.0,47761.0,2019-12-21,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4500.0,3112.73,12,ELEC30,30.0,40.89,2_Q,121.3
4712,12410.0,M,California,8.0,47785.0,2019-12-21,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,19.99,Clicked,0.1,4500.0,3112.73,12,ELEC30,30.0,40.89,2_Q,151.88
4717,17929.0,M,California,4.0,47808.0,2019-12-21,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4500.0,3112.73,12,ELEC30,30.0,40.89,2_Q,121.3
4719,14778.0,M,Chicago,26.0,47810.0,2019-12-21,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,4500.0,3112.73,12,ELEC30,30.0,40.89,2_Q,121.3
4729,17517.0,F,California,20.0,47865.0,2019-12-21,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4500.0,3112.73,12,ELEC30,30.0,40.89,2_Q,151.88
4752,13069.0,F,New York,38.0,48249.0,2019-12-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Not Used,0.1,4000.0,3246.84,12,ELEC30,30.0,44.8,2_Q,151.88
4754,14810.0,M,California,21.0,48258.0,2019-12-28,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3246.84,12,ELEC30,30.0,44.8,2_Q,151.88
4758,17392.0,M,Chicago,6.0,48307.0,2019-12-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Used,0.1,4000.0,3246.84,12,ELEC30,30.0,44.8,2_Q,151.88
4765,13584.0,M,Chicago,35.0,48319.0,2019-12-28,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,3246.84,12,ELEC30,30.0,44.8,2_Q,121.3
4778,12437.0,F,New Jersey,50.0,46825.0,2019-12-14,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Not Used,0.1,4000.0,3434.31,12,ELEC30,30.0,46.2,2_Q,151.88
4783,12414.0,M,New York,43.0,46801.0,2019-12-14,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3434.31,12,ELEC30,30.0,46.2,2_Q,151.88
4785,14798.0,F,California,37.0,46837.0,2019-12-14,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,19.99,Clicked,0.1,4000.0,3434.31,12,ELEC30,30.0,46.2,2_Q,121.3
4789,12350.0,M,California,25.0,46870.0,2019-12-14,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Not Used,0.1,4000.0,3434.31,12,ELEC30,30.0,46.2,2_Q,151.88
4830,13089.0,F,New Jersey,25.0,46470.0,2019-12-11,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Used,0.1,4000.0,1612.93,12,ELEC30,30.0,28.74,2_Q,151.88
4848,17863.0,F,Chicago,50.0,46400.0,2019-12-11,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,1612.93,12,ELEC30,30.0,28.74,2_Q,151.88
4855,18198.0,F,Chicago,29.0,46396.0,2019-12-11,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,1612.93,12,ELEC30,30.0,28.74,2_Q,151.88
4858,17811.0,M,California,35.0,46424.0,2019-12-11,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,4000.0,1612.93,12,ELEC30,30.0,28.74,2_Q,121.3
4869,12559.0,F,California,25.0,46393.0,2019-12-11,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,1612.93,12,ELEC30,30.0,28.74,2_Q,121.3
4871,14233.0,F,New Jersey,2.0,46454.0,2019-12-11,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Used,0.1,4000.0,1612.93,12,ELEC30,30.0,28.74,2_Q,151.88
4877,14665.0,F,Chicago,4.0,46385.0,2019-12-11,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,1612.93,12,ELEC30,30.0,28.74,2_Q,151.88
4881,15589.0,F,California,11.0,46466.0,2019-12-11,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,2.0,151.88,6.5,Clicked,0.1,4000.0,1612.93,12,ELEC30,30.0,28.74,2_Q,303.76
4883,14411.0,F,New York,17.0,46505.0,2019-12-11,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,1612.93,12,ELEC30,30.0,28.74,2_Q,121.3
4893,17975.0,M,Chicago,6.0,46639.0,2019-12-12,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Clicked,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,242.6
4901,17230.0,M,California,29.0,46572.0,2019-12-12,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,80.52,6.5,Used,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,80.52
4911,15046.0,F,New Jersey,4.0,46597.0,2019-12-12,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,151.88
4917,14312.0,M,Chicago,27.0,46621.0,2019-12-12,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,80.52,6.5,Clicked,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,80.52
4921,13939.0,M,Chicago,36.0,46628.0,2019-12-12,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,80.52,6.5,Clicked,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,161.04
4922,17560.0,F,California,19.0,46539.0,2019-12-12,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,80.52,6.5,Used,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,80.52
4923,15226.0,F,Chicago,37.0,46541.0,2019-12-12,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Not Used,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,242.6
4927,14460.0,F,California,38.0,46556.0,2019-12-12,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,121.3
4929,16156.0,F,New York,24.0,46561.0,2019-12-12,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,151.88
4932,13728.0,F,New York,2.0,46594.0,2019-12-12,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,121.3
4934,14127.0,F,Chicago,17.0,46602.0,2019-12-12,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,151.88
4945,16378.0,F,Chicago,4.0,46629.0,2019-12-12,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,6.5,Used,0.1,4000.0,2904.23,12,ELEC30,30.0,42.06,2_Q,303.76
4965,13199.0,M,California,47.0,46709.0,2019-12-13,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Used,0.1,4000.0,3100.42,12,ELEC30,30.0,43.67,2_Q,151.88
4966,15005.0,F,New York,30.0,46715.0,2019-12-13,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,80.52,6.5,Used,0.1,4000.0,3100.42,12,ELEC30,30.0,43.67,2_Q,161.04
4973,17912.0,M,New Jersey,7.0,46710.0,2019-12-13,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Used,0.1,4000.0,3100.42,12,ELEC30,30.0,43.67,2_Q,151.88
4974,16771.0,M,Chicago,39.0,46730.0,2019-12-13,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Used,0.1,4000.0,3100.42,12,ELEC30,30.0,43.67,2_Q,151.88
4996,13894.0,F,New York,16.0,46663.0,2019-12-13,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,3100.42,12,ELEC30,30.0,43.67,2_Q,121.3
5000,13824.0,M,Chicago,42.0,46670.0,2019-12-13,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Not Used,0.1,4000.0,3100.42,12,ELEC30,30.0,43.67,2_Q,151.88
5004,18250.0,M,Chicago,15.0,46693.0,2019-12-13,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Clicked,0.1,4000.0,3100.42,12,ELEC30,30.0,43.67,2_Q,242.6
5007,15270.0,F,Chicago,36.0,46696.0,2019-12-13,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Not Used,0.1,4000.0,3100.42,12,ELEC30,30.0,43.67,2_Q,151.88
5010,14188.0,F,California,50.0,46701.0,2019-12-13,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3100.42,12,ELEC30,30.0,43.67,2_Q,151.88
5013,17446.0,F,New York,42.0,46795.0,2019-12-13,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3100.42,12,ELEC30,30.0,43.67,2_Q,151.88
5023,14850.0,F,California,21.0,45821.0,2019-12-06,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,3500.0,1957.58,12,ELEC30,30.0,35.87,2_Q,121.3
5034,16745.0,F,New York,29.0,45846.0,2019-12-06,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,3500.0,1957.58,12,ELEC30,30.0,35.87,2_Q,151.88
5048,13606.0,F,California,28.0,45872.0,2019-12-06,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Clicked,0.1,3500.0,1957.58,12,ELEC30,30.0,35.87,2_Q,242.6
5049,13494.0,M,California,33.0,45896.0,2019-12-06,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Used,0.1,3500.0,1957.58,12,ELEC30,30.0,35.87,2_Q,151.88
5053,12929.0,F,Chicago,26.0,45919.0,2019-12-06,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,2.0,151.88,6.5,Not Used,0.1,3500.0,1957.58,12,ELEC30,30.0,35.87,2_Q,303.76
5057,16419.0,F,California,50.0,45927.0,2019-12-06,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Used,0.1,3500.0,1957.58,12,ELEC30,30.0,35.87,2_Q,151.88
5082,14438.0,F,New York,41.0,48445.0,2019-12-31,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,4000.0,2058.75,12,ELEC30,30.0,33.98,2_Q,121.3
5084,12956.0,F,Chicago,48.0,48469.0,2019-12-31,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Used,0.1,4000.0,2058.75,12,ELEC30,30.0,33.98,2_Q,242.6
5094,15781.0,M,New Jersey,19.0,48485.0,2019-12-31,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,2058.75,12,ELEC30,30.0,33.98,2_Q,151.88
5097,14410.0,F,New York,45.0,48491.0,2019-12-31,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Not Used,0.1,4000.0,2058.75,12,ELEC30,30.0,33.98,2_Q,121.3
5101,14600.0,F,California,7.0,48496.0,2019-12-31,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5.0,80.52,6.5,Clicked,0.1,4000.0,2058.75,12,ELEC30,30.0,33.98,2_Q,402.59999999999997
5109,16814.0,M,California,22.0,47169.0,2019-12-16,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,3116.98,12,ELEC30,30.0,43.8,2_Q,121.3
5114,17362.0,F,California,46.0,47088.0,2019-12-16,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,151.88,6.5,Used,0.1,4000.0,3116.98,12,ELEC30,30.0,43.8,2_Q,303.76
5116,13394.0,M,Washington DC,6.0,47094.0,2019-12-16,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,3116.98,12,ELEC30,30.0,43.8,2_Q,121.3
5121,12502.0,F,California,23.0,47107.0,2019-12-16,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,151.88,6.5,Used,0.1,4000.0,3116.98,12,ELEC30,30.0,43.8,2_Q,151.88
5137,16030.0,F,New York,50.0,47146.0,2019-12-16,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,12.99,Clicked,0.1,4000.0,3116.98,12,ELEC30,30.0,43.8,2_Q,121.3
5147,14044.0,M,California,49.0,47181.0,2019-12-16,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,3116.98,12,ELEC30,30.0,43.8,2_Q,121.3
5153,13102.0,F,New York,10.0,47230.0,2019-12-17,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,80.52,6.5,Clicked,0.1,4500.0,1658.91,12,ELEC30,30.0,26.94,2_Q,161.04
5155,16684.0,M,California,43.0,47235.0,2019-12-17,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Clicked,0.1,4500.0,1658.91,12,ELEC30,30.0,26.94,2_Q,242.6
5201,17226.0,F,Chicago,22.0,47874.0,2019-12-22,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Not Used,0.1,4500.0,2309.46,12,ELEC30,30.0,33.92,2_Q,151.88
5209,13137.0,M,California,37.0,47889.0,2019-12-22,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3.0,80.52,12.99,Clicked,0.1,4500.0,2309.46,12,ELEC30,30.0,33.92,2_Q,241.56
5231,13725.0,F,Chicago,48.0,47935.0,2019-12-22,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4500.0,2309.46,12,ELEC30,30.0,33.92,2_Q,121.3
5246,15194.0,M,Chicago,33.0,45386.0,2019-12-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,3000.0,1907.19,12,ELEC30,30.0,38.87,2_Q,121.3
5255,17604.0,F,California,28.0,45373.0,2019-12-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,3000.0,1907.19,12,ELEC30,30.0,38.87,2_Q,121.3
5264,14006.0,F,New Jersey,3.0,45381.0,2019-12-02,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,4.0,80.52,6.5,Used,0.1,3000.0,1907.19,12,ELEC30,30.0,38.87,2_Q,322.08
5266,13600.0,F,California,13.0,45402.0,2019-12-02,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,121.3,6.5,Clicked,0.1,3000.0,1907.19,12,ELEC30,30.0,38.87,2_Q,363.9
5273,15058.0,M,New Jersey,8.0,45415.0,2019-12-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,3000.0,1907.19,12,ELEC30,30.0,38.87,2_Q,121.3
5289,16011.0,M,New Jersey,10.0,46256.0,2019-12-09,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,3500.0,2481.51,12,ELEC30,30.0,41.49,2_Q,121.3
5311,17376.0,F,New Jersey,34.0,46247.0,2019-12-09,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Used,0.1,3500.0,2481.51,12,ELEC30,30.0,41.49,2_Q,151.88
5329,13050.0,F,Chicago,10.0,48210.0,2019-12-27,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3396.87,12,ELEC30,30.0,45.92,2_Q,151.88
5333,17293.0,M,Chicago,16.0,48220.0,2019-12-27,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3396.87,12,ELEC30,30.0,45.92,2_Q,151.88
5345,14194.0,M,Chicago,19.0,48178.0,2019-12-27,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,12.99,Used,0.1,4000.0,3396.87,12,ELEC30,30.0,45.92,2_Q,242.6
5358,14842.0,F,New Jersey,14.0,48207.0,2019-12-27,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,151.88,6.5,Clicked,0.1,4000.0,3396.87,12,ELEC30,30.0,45.92,2_Q,151.88
5359,12779.0,F,California,28.0,48023.0,2019-12-24,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,6.5,Used,0.1,4000.0,3749.46,12,ELEC30,30.0,48.38,2_Q,303.76
5362,13113.0,M,New Jersey,44.0,48030.0,2019-12-24,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3.0,151.88,12.99,Not Used,0.1,4000.0,3749.46,12,ELEC30,30.0,48.38,2_Q,455.64
5372,16109.0,F,New York,50.0,48004.0,2019-12-24,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,151.88,12.99,Not Used,0.1,4000.0,3749.46,12,ELEC30,30.0,48.38,2_Q,303.76
5373,17291.0,F,Chicago,14.0,48021.0,2019-12-24,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,4000.0,3749.46,12,ELEC30,30.0,48.38,2_Q,121.3
5376,15602.0,F,New Jersey,10.0,45267.0,2019-12-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,6.5,Clicked,0.1,3000.0,2358.1,12,ELEC30,30.0,44.01,2_Q,303.76
5386,17619.0,F,New York,30.0,45274.0,2019-12-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Not Used,0.1,3000.0,2358.1,12,ELEC30,30.0,44.01,2_Q,151.88
5406,12778.0,F,Chicago,42.0,45334.0,2019-12-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,12.48,Clicked,0.1,3000.0,2358.1,12,ELEC30,30.0,44.01,2_Q,121.3
5410,17256.0,F,New York,43.0,45340.0,2019-12-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,12.48,Used,0.1,3000.0,2358.1,12,ELEC30,30.0,44.01,2_Q,121.3
